10:17:59.511 [background-preinit] INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.1.Final
10:27:15.879 [restartedMain] INFO  org.mongodb.driver.client - MongoClient with metadata {"driver": {"name": "mongo-java-driver|sync|spring-boot", "version": "4.11.1"}, "os": {"type": "Windows", "name": "Windows 10", "architecture": "amd64", "version": "10.0"}, "platform": "Java/Oracle Corporation/21.0.2+13-58"} created with settings MongoClientSettings{readPreference=primary, writeConcern=WriteConcern{w=majority, wTimeout=null ms, journal=null}, retryWrites=true, retryReads=true, readConcern=ReadConcern{level=null}, credential=MongoCredential{mechanism=null, userName='dinedynamo2024', source='admin', password=<hidden>, mechanismProperties=<hidden>}, transportSettings=null, streamFactoryFactory=null, commandListeners=[], codecRegistry=ProvidersCodecRegistry{codecProviders=[ValueCodecProvider{}, BsonValueCodecProvider{}, DBRefCodecProvider{}, DBObjectCodecProvider{}, DocumentCodecProvider{}, CollectionCodecProvider{}, IterableCodecProvider{}, MapCodecProvider{}, GeoJsonCodecProvider{}, GridFSFileCodecProvider{}, Jsr310CodecProvider{}, JsonObjectCodecProvider{}, BsonCodecProvider{}, EnumCodecProvider{}, com.mongodb.client.model.mql.ExpressionCodecProvider@169dda01, com.mongodb.Jep395RecordCodecProvider@1f3c226c, com.mongodb.KotlinCodecProvider@208d15ee]}, loggerSettings=LoggerSettings{maxDocumentLength=1000}, clusterSettings={hosts=[127.0.0.1:27017], srvHost=cluster0.mldc3nk.mongodb.net, srvServiceName=mongodb, mode=MULTIPLE, requiredClusterType=REPLICA_SET, requiredReplicaSetName='atlas-338qeq-shard-0', serverSelector='null', clusterListeners='[]', serverSelectionTimeout='30000 ms', localThreshold='15 ms'}, socketSettings=SocketSettings{connectTimeoutMS=10000, readTimeoutMS=0, receiveBufferSize=0, proxySettings=ProxySettings{host=null, port=null, username=null, password=null}}, heartbeatSocketSettings=SocketSettings{connectTimeoutMS=10000, readTimeoutMS=10000, receiveBufferSize=0, proxySettings=ProxySettings{host=null, port=null, username=null, password=null}}, connectionPoolSettings=ConnectionPoolSettings{maxSize=100, minSize=0, maxWaitTimeMS=120000, maxConnectionLifeTimeMS=0, maxConnectionIdleTimeMS=0, maintenanceInitialDelayMS=0, maintenanceFrequencyMS=60000, connectionPoolListeners=[], maxConnecting=2}, serverSettings=ServerSettings{heartbeatFrequencyMS=10000, minHeartbeatFrequencyMS=500, serverListeners='[]', serverMonitorListeners='[]'}, sslSettings=SslSettings{enabled=true, invalidHostNameAllowed=false, context=null}, applicationName='null', compressorList=[], uuidRepresentation=JAVA_LEGACY, serverApi=null, autoEncryptionSettings=null, dnsClient=null, inetAddressResolver=null, contextProvider=null}
10:27:15.885 [cluster-ClusterId{value='65f91b2b8fa20867e7b5f52e', description='null'}-srv-cluster0.mldc3nk.mongodb.net] INFO  org.mongodb.driver.cluster - Adding discovered server ac-t7rdl1f-shard-00-02.mldc3nk.mongodb.net:27017 to client view of cluster
10:27:15.906 [cluster-ClusterId{value='65f91b2b8fa20867e7b5f52e', description='null'}-srv-cluster0.mldc3nk.mongodb.net] INFO  org.mongodb.driver.cluster - Adding discovered server ac-t7rdl1f-shard-00-01.mldc3nk.mongodb.net:27017 to client view of cluster
10:27:15.908 [cluster-ClusterId{value='65f91b2b8fa20867e7b5f52e', description='null'}-srv-cluster0.mldc3nk.mongodb.net] INFO  org.mongodb.driver.cluster - Adding discovered server ac-t7rdl1f-shard-00-00.mldc3nk.mongodb.net:27017 to client view of cluster
10:27:16.347 [restartedMain] DEBUG c.d.filters.JwtAuthenticationFilter - Filter 'jwtAuthenticationFilter' configured for use
10:27:16.367 [restartedMain] INFO  o.s.b.d.a.OptionalLiveReloadServer - LiveReload server is running on port 35729
10:27:16.407 [cluster-ClusterId{value='65f91b2b8fa20867e7b5f52e', description='null'}-ac-t7rdl1f-shard-00-01.mldc3nk.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Monitor thread successfully connected to server with description ServerDescription{address=ac-t7rdl1f-shard-00-01.mldc3nk.mongodb.net:27017, type=REPLICA_SET_SECONDARY, state=CONNECTED, ok=true, minWireVersion=0, maxWireVersion=21, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=314994600, setName='atlas-338qeq-shard-0', canonicalAddress=ac-t7rdl1f-shard-00-01.mldc3nk.mongodb.net:27017, hosts=[ac-t7rdl1f-shard-00-00.mldc3nk.mongodb.net:27017, ac-t7rdl1f-shard-00-01.mldc3nk.mongodb.net:27017, ac-t7rdl1f-shard-00-02.mldc3nk.mongodb.net:27017], passives=[], arbiters=[], primary='ac-t7rdl1f-shard-00-02.mldc3nk.mongodb.net:27017', tagSet=TagSet{[Tag{name='availabilityZone', value='aps1-az3'}, Tag{name='diskState', value='READY'}, Tag{name='nodeType', value='ELECTABLE'}, Tag{name='provider', value='AWS'}, Tag{name='region', value='AP_SOUTH_1'}, Tag{name='workloadType', value='OPERATIONAL'}]}, electionId=null, setVersion=2, topologyVersion=TopologyVersion{processId=65f83fdcd4567df3258d3fdd, counter=3}, lastWriteDate=Tue Mar 19 10:27:20 IST 2024, lastUpdateTimeNanos=168362549517900}
10:27:16.407 [cluster-ClusterId{value='65f91b2b8fa20867e7b5f52e', description='null'}-ac-t7rdl1f-shard-00-00.mldc3nk.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Monitor thread successfully connected to server with description ServerDescription{address=ac-t7rdl1f-shard-00-00.mldc3nk.mongodb.net:27017, type=REPLICA_SET_SECONDARY, state=CONNECTED, ok=true, minWireVersion=0, maxWireVersion=21, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=308576100, setName='atlas-338qeq-shard-0', canonicalAddress=ac-t7rdl1f-shard-00-00.mldc3nk.mongodb.net:27017, hosts=[ac-t7rdl1f-shard-00-00.mldc3nk.mongodb.net:27017, ac-t7rdl1f-shard-00-01.mldc3nk.mongodb.net:27017, ac-t7rdl1f-shard-00-02.mldc3nk.mongodb.net:27017], passives=[], arbiters=[], primary='ac-t7rdl1f-shard-00-02.mldc3nk.mongodb.net:27017', tagSet=TagSet{[Tag{name='availabilityZone', value='aps1-az1'}, Tag{name='diskState', value='READY'}, Tag{name='nodeType', value='ELECTABLE'}, Tag{name='provider', value='AWS'}, Tag{name='region', value='AP_SOUTH_1'}, Tag{name='workloadType', value='OPERATIONAL'}]}, electionId=null, setVersion=2, topologyVersion=TopologyVersion{processId=65f83d44c499cce8be3cd6b8, counter=4}, lastWriteDate=Tue Mar 19 10:27:20 IST 2024, lastUpdateTimeNanos=168362549518000}
10:27:16.407 [cluster-ClusterId{value='65f91b2b8fa20867e7b5f52e', description='null'}-ac-t7rdl1f-shard-00-02.mldc3nk.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Monitor thread successfully connected to server with description ServerDescription{address=ac-t7rdl1f-shard-00-02.mldc3nk.mongodb.net:27017, type=REPLICA_SET_PRIMARY, state=CONNECTED, ok=true, minWireVersion=0, maxWireVersion=21, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=333223100, setName='atlas-338qeq-shard-0', canonicalAddress=ac-t7rdl1f-shard-00-02.mldc3nk.mongodb.net:27017, hosts=[ac-t7rdl1f-shard-00-00.mldc3nk.mongodb.net:27017, ac-t7rdl1f-shard-00-01.mldc3nk.mongodb.net:27017, ac-t7rdl1f-shard-00-02.mldc3nk.mongodb.net:27017], passives=[], arbiters=[], primary='ac-t7rdl1f-shard-00-02.mldc3nk.mongodb.net:27017', tagSet=TagSet{[Tag{name='availabilityZone', value='aps1-az2'}, Tag{name='diskState', value='READY'}, Tag{name='nodeType', value='ELECTABLE'}, Tag{name='provider', value='AWS'}, Tag{name='region', value='AP_SOUTH_1'}, Tag{name='workloadType', value='OPERATIONAL'}]}, electionId=7fffffff0000000000000016, setVersion=2, topologyVersion=TopologyVersion{processId=65f83eb9e8757578630a5362, counter=6}, lastWriteDate=Tue Mar 19 10:27:20 IST 2024, lastUpdateTimeNanos=168362549517800}
10:27:16.411 [cluster-ClusterId{value='65f91b2b8fa20867e7b5f52e', description='null'}-ac-t7rdl1f-shard-00-02.mldc3nk.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Discovered replica set primary ac-t7rdl1f-shard-00-02.mldc3nk.mongodb.net:27017 with max election id 7fffffff0000000000000016 and max set version 2
10:27:17.199 [restartedMain] INFO  o.s.s.web.DefaultSecurityFilterChain - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@2bd9367e, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@2a2ca02f, org.springframework.security.web.context.SecurityContextHolderFilter@55f1a296, org.springframework.security.web.header.HeaderWriterFilter@1400999a, org.springframework.web.filter.CorsFilter@46f847e3, org.springframework.security.web.authentication.logout.LogoutFilter@607b2487, com.dinedynamo.filters.JwtAuthenticationFilter@3b8556c3, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@212a59ae, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@163c6510, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@45bcb03f, org.springframework.security.web.session.SessionManagementFilter@6e73b9e7, org.springframework.security.web.access.ExceptionTranslationFilter@5d2d2146, org.springframework.security.web.access.intercept.AuthorizationFilter@518a1fdd]
10:27:17.357 [restartedMain] WARN  o.s.b.a.t.ThymeleafAutoConfiguration$DefaultTemplateResolverConfiguration - Cannot find template location: classpath:/templates/ (please add some templates, check your Thymeleaf configuration, or set spring.thymeleaf.check-template-location=false)
10:27:17.552 [restartedMain] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-0.0.0.0-8080"]
10:27:17.563 [restartedMain] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port 8080 (http) with context path ''
10:27:17.569 [restartedMain] INFO  c.dinedynamo.DinedynamoApplication - Started DinedynamoApplication in 4.162 seconds (process running for 4.578)
10:27:28.189 [http-nio-0.0.0.0-8080-exec-1] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
10:27:28.189 [http-nio-0.0.0.0-8080-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
10:27:28.190 [http-nio-0.0.0.0-8080-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Completed initialization in 1 ms
10:27:40.270 [http-nio-0.0.0.0-8080-exec-2] WARN  o.s.w.s.m.m.a.ExceptionHandlerExceptionResolver - Resolved [org.springframework.http.converter.HttpMessageNotReadableException: JSON parse error: Cannot deserialize value of type `java.time.LocalDate` from String "2024-03-16T18:30:00.000+00:00": Failed to deserialize java.time.LocalDate: (java.time.format.DateTimeParseException) Text '2024-03-16T18:30:00.000+00:00' could not be parsed, unparsed text found at index 23]
10:27:48.154 [http-nio-0.0.0.0-8080-exec-3] WARN  o.s.w.s.m.m.a.ExceptionHandlerExceptionResolver - Resolved [org.springframework.http.converter.HttpMessageNotReadableException: JSON parse error: Unexpected character ('-' (code 45)): was expecting comma to separate Object entries]
10:27:54.777 [http-nio-0.0.0.0-8080-exec-4] WARN  o.s.w.s.m.m.a.ExceptionHandlerExceptionResolver - Resolved [org.springframework.http.converter.HttpMessageNotReadableException: JSON parse error: Unexpected character ('d' (code 100)): was expecting double-quote to start field name]
10:39:54.965 [background-preinit] INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.1.Final
10:39:55.004 [restartedMain] INFO  c.dinedynamo.DinedynamoApplication - Starting DinedynamoApplication using Java 21.0.2 with PID 12572 (C:\Users\sdeep\IdeaProjects\DineDynamo-backend\dinedynamo\target\classes started by sdeep in C:\Users\sdeep\IdeaProjects\DineDynamo-backend)
10:39:55.005 [restartedMain] DEBUG c.dinedynamo.DinedynamoApplication - Running with Spring Boot v3.2.1, Spring v6.1.2
10:39:55.005 [restartedMain] INFO  c.dinedynamo.DinedynamoApplication - No active profile set, falling back to 1 default profile: "default"
10:39:55.058 [restartedMain] INFO  o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor - Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
10:39:55.058 [restartedMain] INFO  o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor - For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
10:39:55.933 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data MongoDB repositories in DEFAULT mode.
10:39:56.056 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 119 ms. Found 32 MongoDB repository interfaces.
10:39:56.570 [restartedMain] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port 8080 (http)
10:39:56.579 [restartedMain] INFO  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-0.0.0.0-8080"]
10:39:56.581 [restartedMain] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
10:39:56.581 [restartedMain] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.17]
10:39:56.625 [restartedMain] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
10:39:56.626 [restartedMain] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 1568 ms
10:39:56.794 [restartedMain] INFO  org.mongodb.driver.client - MongoClient with metadata {"driver": {"name": "mongo-java-driver|sync|spring-boot", "version": "4.11.1"}, "os": {"type": "Windows", "name": "Windows 10", "architecture": "amd64", "version": "10.0"}, "platform": "Java/Oracle Corporation/21.0.2+13-58"} created with settings MongoClientSettings{readPreference=primary, writeConcern=WriteConcern{w=majority, wTimeout=null ms, journal=null}, retryWrites=true, retryReads=true, readConcern=ReadConcern{level=null}, credential=MongoCredential{mechanism=null, userName='dinedynamo2024', source='admin', password=<hidden>, mechanismProperties=<hidden>}, transportSettings=null, streamFactoryFactory=null, commandListeners=[], codecRegistry=ProvidersCodecRegistry{codecProviders=[ValueCodecProvider{}, BsonValueCodecProvider{}, DBRefCodecProvider{}, DBObjectCodecProvider{}, DocumentCodecProvider{}, CollectionCodecProvider{}, IterableCodecProvider{}, MapCodecProvider{}, GeoJsonCodecProvider{}, GridFSFileCodecProvider{}, Jsr310CodecProvider{}, JsonObjectCodecProvider{}, BsonCodecProvider{}, EnumCodecProvider{}, com.mongodb.client.model.mql.ExpressionCodecProvider@5952acee, com.mongodb.Jep395RecordCodecProvider@103e8ffa, com.mongodb.KotlinCodecProvider@6aac3c92]}, loggerSettings=LoggerSettings{maxDocumentLength=1000}, clusterSettings={hosts=[127.0.0.1:27017], srvHost=cluster0.mldc3nk.mongodb.net, srvServiceName=mongodb, mode=MULTIPLE, requiredClusterType=REPLICA_SET, requiredReplicaSetName='atlas-338qeq-shard-0', serverSelector='null', clusterListeners='[]', serverSelectionTimeout='30000 ms', localThreshold='15 ms'}, socketSettings=SocketSettings{connectTimeoutMS=10000, readTimeoutMS=0, receiveBufferSize=0, proxySettings=ProxySettings{host=null, port=null, username=null, password=null}}, heartbeatSocketSettings=SocketSettings{connectTimeoutMS=10000, readTimeoutMS=10000, receiveBufferSize=0, proxySettings=ProxySettings{host=null, port=null, username=null, password=null}}, connectionPoolSettings=ConnectionPoolSettings{maxSize=100, minSize=0, maxWaitTimeMS=120000, maxConnectionLifeTimeMS=0, maxConnectionIdleTimeMS=0, maintenanceInitialDelayMS=0, maintenanceFrequencyMS=60000, connectionPoolListeners=[], maxConnecting=2}, serverSettings=ServerSettings{heartbeatFrequencyMS=10000, minHeartbeatFrequencyMS=500, serverListeners='[]', serverMonitorListeners='[]'}, sslSettings=SslSettings{enabled=true, invalidHostNameAllowed=false, context=null}, applicationName='null', compressorList=[], uuidRepresentation=JAVA_LEGACY, serverApi=null, autoEncryptionSettings=null, dnsClient=null, inetAddressResolver=null, contextProvider=null}
10:39:56.804 [cluster-ClusterId{value='65f91e24bfce2176459098df', description='null'}-srv-cluster0.mldc3nk.mongodb.net] INFO  org.mongodb.driver.cluster - Adding discovered server ac-t7rdl1f-shard-00-02.mldc3nk.mongodb.net:27017 to client view of cluster
10:39:56.825 [cluster-ClusterId{value='65f91e24bfce2176459098df', description='null'}-srv-cluster0.mldc3nk.mongodb.net] INFO  org.mongodb.driver.cluster - Adding discovered server ac-t7rdl1f-shard-00-01.mldc3nk.mongodb.net:27017 to client view of cluster
10:39:56.827 [cluster-ClusterId{value='65f91e24bfce2176459098df', description='null'}-srv-cluster0.mldc3nk.mongodb.net] INFO  org.mongodb.driver.cluster - Adding discovered server ac-t7rdl1f-shard-00-00.mldc3nk.mongodb.net:27017 to client view of cluster
10:39:57.224 [restartedMain] DEBUG c.d.filters.JwtAuthenticationFilter - Filter 'jwtAuthenticationFilter' configured for use
10:39:57.241 [restartedMain] INFO  o.s.b.d.a.OptionalLiveReloadServer - LiveReload server is running on port 35729
10:39:57.299 [cluster-ClusterId{value='65f91e24bfce2176459098df', description='null'}-ac-t7rdl1f-shard-00-01.mldc3nk.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Monitor thread successfully connected to server with description ServerDescription{address=ac-t7rdl1f-shard-00-01.mldc3nk.mongodb.net:27017, type=REPLICA_SET_SECONDARY, state=CONNECTED, ok=true, minWireVersion=0, maxWireVersion=21, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=248124400, setName='atlas-338qeq-shard-0', canonicalAddress=ac-t7rdl1f-shard-00-01.mldc3nk.mongodb.net:27017, hosts=[ac-t7rdl1f-shard-00-00.mldc3nk.mongodb.net:27017, ac-t7rdl1f-shard-00-01.mldc3nk.mongodb.net:27017, ac-t7rdl1f-shard-00-02.mldc3nk.mongodb.net:27017], passives=[], arbiters=[], primary='ac-t7rdl1f-shard-00-02.mldc3nk.mongodb.net:27017', tagSet=TagSet{[Tag{name='availabilityZone', value='aps1-az3'}, Tag{name='diskState', value='READY'}, Tag{name='nodeType', value='ELECTABLE'}, Tag{name='provider', value='AWS'}, Tag{name='region', value='AP_SOUTH_1'}, Tag{name='workloadType', value='OPERATIONAL'}]}, electionId=null, setVersion=2, topologyVersion=TopologyVersion{processId=65f83fdcd4567df3258d3fdd, counter=3}, lastWriteDate=Tue Mar 19 10:40:01 IST 2024, lastUpdateTimeNanos=169123441928800}
10:39:57.299 [cluster-ClusterId{value='65f91e24bfce2176459098df', description='null'}-ac-t7rdl1f-shard-00-00.mldc3nk.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Monitor thread successfully connected to server with description ServerDescription{address=ac-t7rdl1f-shard-00-00.mldc3nk.mongodb.net:27017, type=REPLICA_SET_SECONDARY, state=CONNECTED, ok=true, minWireVersion=0, maxWireVersion=21, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=216407900, setName='atlas-338qeq-shard-0', canonicalAddress=ac-t7rdl1f-shard-00-00.mldc3nk.mongodb.net:27017, hosts=[ac-t7rdl1f-shard-00-00.mldc3nk.mongodb.net:27017, ac-t7rdl1f-shard-00-01.mldc3nk.mongodb.net:27017, ac-t7rdl1f-shard-00-02.mldc3nk.mongodb.net:27017], passives=[], arbiters=[], primary='ac-t7rdl1f-shard-00-02.mldc3nk.mongodb.net:27017', tagSet=TagSet{[Tag{name='availabilityZone', value='aps1-az1'}, Tag{name='diskState', value='READY'}, Tag{name='nodeType', value='ELECTABLE'}, Tag{name='provider', value='AWS'}, Tag{name='region', value='AP_SOUTH_1'}, Tag{name='workloadType', value='OPERATIONAL'}]}, electionId=null, setVersion=2, topologyVersion=TopologyVersion{processId=65f83d44c499cce8be3cd6b8, counter=4}, lastWriteDate=Tue Mar 19 10:40:01 IST 2024, lastUpdateTimeNanos=169123441928800}
10:39:57.299 [cluster-ClusterId{value='65f91e24bfce2176459098df', description='null'}-ac-t7rdl1f-shard-00-02.mldc3nk.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Monitor thread successfully connected to server with description ServerDescription{address=ac-t7rdl1f-shard-00-02.mldc3nk.mongodb.net:27017, type=REPLICA_SET_PRIMARY, state=CONNECTED, ok=true, minWireVersion=0, maxWireVersion=21, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=248128600, setName='atlas-338qeq-shard-0', canonicalAddress=ac-t7rdl1f-shard-00-02.mldc3nk.mongodb.net:27017, hosts=[ac-t7rdl1f-shard-00-00.mldc3nk.mongodb.net:27017, ac-t7rdl1f-shard-00-01.mldc3nk.mongodb.net:27017, ac-t7rdl1f-shard-00-02.mldc3nk.mongodb.net:27017], passives=[], arbiters=[], primary='ac-t7rdl1f-shard-00-02.mldc3nk.mongodb.net:27017', tagSet=TagSet{[Tag{name='availabilityZone', value='aps1-az2'}, Tag{name='diskState', value='READY'}, Tag{name='nodeType', value='ELECTABLE'}, Tag{name='provider', value='AWS'}, Tag{name='region', value='AP_SOUTH_1'}, Tag{name='workloadType', value='OPERATIONAL'}]}, electionId=7fffffff0000000000000016, setVersion=2, topologyVersion=TopologyVersion{processId=65f83eb9e8757578630a5362, counter=6}, lastWriteDate=Tue Mar 19 10:40:01 IST 2024, lastUpdateTimeNanos=169123441928900}
10:39:57.305 [cluster-ClusterId{value='65f91e24bfce2176459098df', description='null'}-ac-t7rdl1f-shard-00-02.mldc3nk.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Discovered replica set primary ac-t7rdl1f-shard-00-02.mldc3nk.mongodb.net:27017 with max election id 7fffffff0000000000000016 and max set version 2
10:39:58.086 [restartedMain] INFO  o.s.s.web.DefaultSecurityFilterChain - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@5668a244, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@21690906, org.springframework.security.web.context.SecurityContextHolderFilter@4f78ad7d, org.springframework.security.web.header.HeaderWriterFilter@102df188, org.springframework.web.filter.CorsFilter@77c0260e, org.springframework.security.web.authentication.logout.LogoutFilter@52abdf, com.dinedynamo.filters.JwtAuthenticationFilter@342f247e, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@49d1f1f5, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@70010348, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@8f4e57d, org.springframework.security.web.session.SessionManagementFilter@42d31a40, org.springframework.security.web.access.ExceptionTranslationFilter@67f7f664, org.springframework.security.web.access.intercept.AuthorizationFilter@37c807c8]
10:39:58.258 [restartedMain] WARN  o.s.b.a.t.ThymeleafAutoConfiguration$DefaultTemplateResolverConfiguration - Cannot find template location: classpath:/templates/ (please add some templates, check your Thymeleaf configuration, or set spring.thymeleaf.check-template-location=false)
10:39:58.441 [restartedMain] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-0.0.0.0-8080"]
10:39:58.449 [restartedMain] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port 8080 (http) with context path ''
10:39:58.456 [restartedMain] INFO  c.dinedynamo.DinedynamoApplication - Started DinedynamoApplication in 3.845 seconds (process running for 4.268)
10:40:09.318 [http-nio-0.0.0.0-8080-exec-1] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
10:40:09.318 [http-nio-0.0.0.0-8080-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
10:40:09.319 [http-nio-0.0.0.0-8080-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Completed initialization in 1 ms
10:40:09.434 [http-nio-0.0.0.0-8080-exec-1] WARN  o.s.w.s.m.m.a.ExceptionHandlerExceptionResolver - Resolved [org.springframework.http.converter.HttpMessageNotReadableException: JSON parse error: Cannot deserialize value of type `java.time.LocalDateTime` from String "2024-03-18": Failed to deserialize java.time.LocalDateTime: (java.time.format.DateTimeParseException) Text '2024-03-18' could not be parsed at index 10]
10:40:20.966 [http-nio-0.0.0.0-8080-exec-3] WARN  o.s.w.s.m.m.a.ExceptionHandlerExceptionResolver - Resolved [org.springframework.http.converter.HttpMessageNotReadableException: JSON parse error: Cannot deserialize value of type `java.time.LocalDateTime` from String "2024-03-18": Failed to deserialize java.time.LocalDateTime: (java.time.format.DateTimeParseException) Text '2024-03-18' could not be parsed at index 10]
10:40:52.877 [background-preinit] INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.1.Final
10:40:52.920 [restartedMain] INFO  c.dinedynamo.DinedynamoApplication - Starting DinedynamoApplication using Java 21.0.2 with PID 15332 (C:\Users\sdeep\IdeaProjects\DineDynamo-backend\dinedynamo\target\classes started by sdeep in C:\Users\sdeep\IdeaProjects\DineDynamo-backend)
10:40:52.920 [restartedMain] DEBUG c.dinedynamo.DinedynamoApplication - Running with Spring Boot v3.2.1, Spring v6.1.2
10:40:52.921 [restartedMain] INFO  c.dinedynamo.DinedynamoApplication - No active profile set, falling back to 1 default profile: "default"
10:40:52.963 [restartedMain] INFO  o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor - Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
10:40:52.963 [restartedMain] INFO  o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor - For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
10:40:53.722 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data MongoDB repositories in DEFAULT mode.
10:40:53.828 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 103 ms. Found 32 MongoDB repository interfaces.
10:40:54.333 [restartedMain] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port 8080 (http)
10:40:54.342 [restartedMain] INFO  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-0.0.0.0-8080"]
10:40:54.343 [restartedMain] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
10:40:54.344 [restartedMain] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.17]
10:40:54.386 [restartedMain] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
10:40:54.387 [restartedMain] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 1423 ms
10:40:54.524 [cluster-ClusterId{value='65f91e5ea1b7df15c6b0a7c5', description='null'}-srv-cluster0.mldc3nk.mongodb.net] INFO  org.mongodb.driver.cluster - Adding discovered server ac-t7rdl1f-shard-00-02.mldc3nk.mongodb.net:27017 to client view of cluster
